# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
source_sha	subject	decision	initial_europa_sha	reviewed_code_sha	pr	review	validation
4df32ae79fb21e9f11df5c1235bc504a8e284ae7	fix: NsxResource.executeRequest DeleteNsxNatRuleCommand comparison bug (#12833)	Already Satisfied	e4e1abf28d4561d94fcbd37e201f7a877c6c6d9b	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Empty cherry-pick; getter, name comparison, NAT regression test present; run NSX suite	s6-verification.ko.md
0b169920f34c815fc169d5a105f330949c8e5259	make dh group 31 default, support 22-24+31 (#12764)	Adapted	e47592f51b144da843868648b941c32f63ddb983	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Adapt VPN defaults/groups into shared VpnCustomerGateway component preserving configured allowlists and edit values; fix source curve25519 whitespace mismatch	s6-verification.ko.md
96ca1b2a7c1c80bc5b284e008e9c96d49a276b4a	Add option to control MAC address reuse for VR public NICs (#13001)	Adapted	9b5a54267c2fa56ad04fa5c7709c26bf13907fb6	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Preserve previous Europa SQL and locale keys; MAC reuse option integrated; S6 same-version phase to follow New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.	s6-verification.ko.md
3285e2fad8747d3a02cf135616ee220a34a8da4e	systemvm: accept ipv6 established/related return traffic (#13173)	Applied	c0d74c565da902549690df9f8f98fc4f71c09fb3	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
9f96c9d5eb97f1836103918cf520d72cc3395c51	Flexibilize public IP selection (#11076)	Applied	91945a0f5f2874a00eaf8a8e7232ac6dadbc374e	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
c165806d3b8262c58821e04c622da176c935b46b	Fix VPC network offerings listing in isolated network creation form (#12645)	Adapted	e83fa0f8edd9dca4138b07dae02f7809dab6aac9	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Merge locale key deltas preserving Europa translations	s6-verification.ko.md
02bb5de4de4bf305afb08a5906d81ab2413187a3	Addition of description field for NIC's secondary IP addresses (#12864)	Adapted	5ff3ab5fde2080b438dfa42684647973988cf49f	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Preserve NIC link-state visibility and existing form; add description field and API propagation; SQL delta only New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.	s6-verification.ko.md
e689c02b689c3726dbbc36a28b578c857057f1e1	UI: Allow selecting network for VNF nics if template is a non deploy-as-is template (#13423)	Applied	61b0f8072118d6c9479117f66acb9b084b396c04	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
236e01aad8d75cc84c9c05737984be501ff15d5f	Soft delete port forwarding, load balancing and firewall rules (#13015)	Adapted	5674d5f0f43088ff8b739634e5a532c8c9afd239	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed. New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.	s6-verification.ko.md
a97c5103747e5ff487a5171ca5cccad18b411d66	kvm: Add a configuration setting to switch between multicast and evpn VXLAN modes (#13107)	Applied	e3c539d7c5e56ac1b072b9c4bd8f3dec9cb17e9b	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
5c4bc486d29362a6aac530d0534fe78b4b84a77b	Enable dynamic scaling of Kubernetes cluster offerings for KVM (#13226)	Applied	734dfa6f01c2f17585a45c93e69bcca80766443d	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
e63b7da74cea0c38cf50b9784f625f76a0c86925	Update nw_rate & mc_rate to int unsigned to allow rates > 65Gbps (#13380)	Adapted	9f9ce0a3befcea6affd1cc25efbf3c0814bf1bdc	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed. New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.	s6-verification.ko.md
167eb0af75950ecd054b62c8ee51a3b2f1495006	CloudStack DNS framework - Integrate PowerDNS as first plugin (#12737)	Adapted	9da767d4c00af45e24eb2034dda3b548e31c7d00	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Preserve Europa Storage Service beans, events, NIC link-state, routes and translations; DNS beans/providers/API integrated New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.	s6-verification.ko.md
4625a43672204a6a7b7d9fe0ba8d21ff21df91e7	Batch NIC and VLAN reads in collectVmNetworkStatistics to reduce per-NIC DB round-trips (#13474)	Applied	d58c638803975fedbad593d5364c3ab6e6e0e06c	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
2ba02c1a4a3974cfddf28697cfe56d95cf5f7360	systemvm: fix VPC VPN issue when network id is bigger than 1000 on Netris (#13346)	Applied	dbc415a7f3f4561a30647b6c5d8820e5f9868f82	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
097a57967b607c970ef270ca6dc53288cf6575c0	systemvm: emit IPv6 prefix block for redundant VPC VRs in radvd.conf (#13127)	Applied	93d50ae84725077af30b8304e4b1c3d20a1f39c1	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
006831daafbda30ae415a3908f165c56b396db75	UI: Prevent failure when loading network offerings when physical network has a tag (#13503)	Applied	b447ca85cce9ef0b8eda65ef8ab45b0e9291ebe7	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
de3656c8193c5cf96f4bf39a22b0f285a8e88265	Enhance DHCP functionality by adding lease timeout support (#12410)	Adapted	5f5b2513dec6ae072b7787b53fb9afb40c138f8e	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	DHCP lease timeout config integrated preserving Europa orchestration settings	s6-verification.ko.md
